"ID","Project.Name","Camera.Trap.Name","Latitude","Longitude","Sampling.Event","Photo.Type","Photo.Date","Photo.time","Raw.Name","Class","Order","Family","Genus","Species","Number.of.Animals","Person.Identifying.the.Photo","Camera.Serial.Number","Camera.Start.Date","Camera.End.Date","Person.setting.up.the.Camera","Person.picking.up.the.Camera","Camera.Manufacturer","Camera.Model","Sequence.Info","Moon.Phase","Temperature","Flash","Organization.Name"
1,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-10,"12:30:30",NA,"","","","","",NA,"",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
2,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-10,"12:31:19",NA,"","","","","",NA,"",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
3,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-14,"03:56:05",NA,"MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
4,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-14,"03:56:06",NA,"MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
5,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-14,"03:56:07",NA,"MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
6,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-14,"03:56:11",NA,"MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
7,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-14,"03:56:12",NA,"MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
8,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-14,"03:56:13",NA,"MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
9,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-17,"02:28:35",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Tamandua","tetradactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
10,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-17,"02:28:36",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Tamandua","tetradactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
11,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-17,"02:28:37",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Tamandua","tetradactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
12,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-17,"02:28:40",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Tamandua","tetradactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
13,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-17,"02:28:41",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Tamandua","tetradactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
14,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-17,"02:28:42",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Tamandua","tetradactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
15,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:13",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
16,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:13",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
17,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:14",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
18,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:18",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
19,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:19",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
20,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:20",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
21,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:23",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
22,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:24",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
23,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:25",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
24,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:41",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
25,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:42",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
26,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-20,"23:21:43",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
27,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-22,"15:16:36",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Myrmecophaga","tridactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
28,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-22,"15:16:37",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Myrmecophaga","tridactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
29,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-22,"15:16:38",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Myrmecophaga","tridactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
30,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-22,"15:16:41",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Myrmecophaga","tridactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
31,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-22,"15:16:42",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Myrmecophaga","tridactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
32,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-22,"15:16:43",NA,"MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Myrmecophaga","tridactyla",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
33,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:47:40",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
34,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:47:41",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
35,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:47:42",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
36,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:47:46",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
37,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:47:47",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
38,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:47:48",NA,"MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","nasua",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
39,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:50:09",NA,"","","","","",NA,"",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
40,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:50:10",NA,"","","","","",NA,"",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
41,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:50:11",NA,"","","","","",NA,"",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
42,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:52:42",NA,NA,NA,NA,"Unknown","Unknown",NA,"",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
43,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:52:43",NA,NA,NA,NA,"Unknown","Unknown",NA,"",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
44,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-24,"19:52:44",NA,NA,NA,NA,"Unknown","Unknown",NA,"",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
45,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-25,"04:24:24",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
46,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-25,"04:24:25",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
47,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-25,"04:24:26",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
48,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-25,"04:24:51",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
49,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-25,"04:24:52",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
50,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-25,"04:24:53",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
51,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-27,"15:00:37",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
52,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-27,"15:00:38",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
53,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-27,"15:00:38",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
54,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-27,"15:00:42",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
55,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-27,"15:00:43",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
56,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-27,"15:00:44",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
57,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-27,"15:00:48",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
58,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-27,"15:00:49",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
59,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-27,"15:00:49",NA,"MAMMALIA","CETARTIODACTYLA","SUIDAE","Sus","scrofa",1,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
60,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"01:19:03",NA,NA,NA,NA,"Unknown","Unknown",NA,"",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
61,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"01:19:04",NA,NA,NA,NA,"Unknown","Unknown",NA,"",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
62,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"01:19:05",NA,NA,NA,NA,"Unknown","Unknown",NA,"",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
63,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:31",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
64,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:32",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
65,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:33",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
66,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:37",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
67,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:37",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
68,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:38",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
69,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:42",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
70,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:42",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
71,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:43",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
72,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:47",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
73,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:47",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
74,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:48",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
75,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:52",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
76,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:52",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
77,"FNS","CT-FNS-1-1",-16.814,-48.65228,2019,NA,2019-11-29,"05:41:53",NA,"AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","undulatus",6,"Ludmila Tavares e Almeida",NA,2019-11-10,2019-11-29,"Mariella Butti","Mariella Butti","Bushnell","Tropy Cam HD",NA,NA,NA,NA,"ICMBio/CENAP"
